Manufacturer,Name,Codename,Cores,Clock,Socket,Process,L3 Cache,TDP,Released
AMD,A10-9700,Bristol Ridge,4,3.5 to 3.8 GHz,Socket AM4,28 nm,N/A,65 W,"Jul 27th, 2017"
AMD,A10-9700E,Bristol Ridge,4,3 to 3.5 GHz,Socket AM4,28 nm,N/A,35 W,"Jul 27th, 2017"
AMD,A12-9800,Bristol Ridge,4,3.8 to 4.2 GHz,Socket AM4,28 nm,N/A,65 W,"Jul 27th, 2017"
AMD,A12-9800E,Bristol Ridge,4,3.1 to 3.8 GHz,Socket AM4,28 nm,N/A,35 W,"Jul 27th, 2017"
AMD,A6-9500,Bristol Ridge,2,3.5 to 3.8 GHz,Socket AM4,28 nm,N/A,65 W,"Jul 27th, 2017"
AMD,A6-9500E,Bristol Ridge,2,3 to 3.4 GHz,Socket AM4,28 nm,N/A,35 W,"Jul 27th, 2017"
AMD,A6-9550,Bristol Ridge,2,3.8 to 4 GHz,Socket AM4,28 nm,N/A,65 W,"Jul 27th, 2017"
AMD,A8-9600,Bristol Ridge,4,3.1 to 3.4 GHz,Socket AM4,28 nm,N/A,65 W,"Jul 27th, 2017"
AMD,Athlon X4 940,Bristol Ridge,4,3.2 to 3.6 GHz,Socket AM4,28 nm,N/A,65 W,"Jul 27th, 2017"
AMD,Athlon X4 950,Bristol Ridge,4,3.5 to 3.8 GHz,Socket AM4,28 nm,N/A,65 W,"Jul 27th, 2017"
AMD,Athlon X4 970,Bristol Ridge,4,3.8 to 4 GHz,Socket AM4,28 nm,N/A,65 W,"Jul 27th, 2017"
AMD,EPYC 7251,Naples,8 / 16,2.1 to 2.9 GHz,Socket SP3,14 nm,32MB,120 W,"Jun 29th, 2017"
AMD,EPYC 7281,Naples,16 / 32,2.1 to 2.7 GHz,Socket SP3,14 nm,32MB,170 W,"Jun 29th, 2017"
AMD,EPYC 7301,Naples,16 / 32,2.2 to 2.7 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
AMD,EPYC 7351,Naples,16 / 32,2.4 to 2.9 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
AMD,EPYC 7351P,Naples,16 / 32,2.4 to 2.9 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
AMD,EPYC 7401,Naples,24 / 48,2 to 3 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
AMD,EPYC 7401P,Naples,24 / 48,2 to 3 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
AMD,EPYC 7451,Naples,24 / 48,2.3 to 3.2 GHz,Socket SP3,14 nm,64MB,180 W,"Jun 29th, 2017"
AMD,EPYC 7501,Naples,32 / 64,2 to 3 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
AMD,EPYC 7551,Naples,32 / 64,2 to 3 GHz,Socket SP3,14 nm,64MB,180 W,"Jun 29th, 2017"
AMD,EPYC 7551P,Naples,32 / 64,2 to 3 GHz,Socket SP3,14 nm,64MB,180 W,"Jun 29th, 2017"
AMD,EPYC 7601,Naples,32 / 64,2.2 to 3.2 GHz,Socket SP3,14 nm,64MB,180 W,"Jun 29th, 2017"
AMD,Ryzen 3 1200,Zen,4,3.1 to 3.4 GHz,Socket AM4,14 nm,8MB,65 W,"Jul 27th, 2017"
AMD,Ryzen 3 1300,Zen,4,3.2 to 3.5 GHz,Socket AM4,14 nm,8MB,65 W,"Apr 11th, 2017"
AMD,Ryzen 3 1300X,Zen,4,3.4 to 3.7 GHz,Socket AM4,14 nm,8MB,65 W,"Jul 27th, 2017"
AMD,Ryzen 3 PRO 1200,Zen,4,3.1 to 3.4 GHz,Socket AM4,14 nm,8MB,65 W,"Jun 29th, 2017"
AMD,Ryzen 3 PRO 1300,Zen,4,3.2 to 3.5 GHz,Socket AM4,14 nm,8MB,65 W,"Jun 29th, 2017"
AMD,Ryzen 5 1400,Zen,4 / 8,3.2 to 3.4 GHz,Socket AM4,14 nm,8MB,65 W,"Apr 11th, 2017"
AMD,Ryzen 5 1500X,Zen,4 / 8,3.5 to 3.7 GHz,Socket AM4,14 nm,16MB,65 W,"Apr 11th, 2017"
AMD,Ryzen 5 1600,Zen,6 / 12,3.2 to 3.6 GHz,Socket AM4,14 nm,16MB,65 W,"Apr 11th, 2017"
AMD,Ryzen 5 1600X,Zen,6 / 12,3.6 to 4 GHz,Socket AM4,14 nm,16MB,95 W,"Apr 11th, 2017"
AMD,Ryzen 5 PRO 1500,Zen,4 / 8,3.5 to 3.7 GHz,Socket AM4,14 nm,16MB,65 W,"Jun 29th, 2017"
AMD,Ryzen 5 PRO 1600,Zen,6 / 12,3.2 to 3.6 GHz,Socket AM4,14 nm,16MB,65 W,"Jun 29th, 2017"
AMD,Ryzen 7 1700,Zen,8 / 16,3 to 3.7 GHz,Socket AM4,14 nm,16MB,65 W,"Mar 2nd, 2017"
AMD,Ryzen 7 1700X,Zen,8 / 16,3.4 to 3.8 GHz,Socket AM4,14 nm,16MB,95 W,"Mar 2nd, 2017"
AMD,Ryzen 7 1800X,Zen,8 / 16,3.6 to 4 GHz,Socket AM4,14 nm,16MB,95 W,"Mar 2nd, 2017"
AMD,Ryzen 7 PRO 1700,Zen,8 / 16,3 to 3.7 GHz,Socket AM4,14 nm,16MB,65 W,"Jun 29th, 2017"
AMD,Ryzen 7 PRO 1700X,Zen,8 / 16,3.4 to 3.8 GHz,Socket AM4,14 nm,16MB,95 W,"Jun 29th, 2017"
AMD,Ryzen Threadripper 1900,Zen,8 / 16,3.1 to 3.7 GHz,Socket SP3r2,14 nm,32MB,125 W,"Aug 31st, 2017"
AMD,Ryzen Threadripper 1900X,Zen,8 / 16,3.8 to 4 GHz,Socket SP3r2,14 nm,32MB,125 W,"Aug 31st, 2017"
AMD,Ryzen Threadripper 1920,Zen,12 / 24,3.2 to 3.8 GHz,Socket SP3r2,14 nm,32MB,140 W,"Jul 29th, 2017"
AMD,Ryzen Threadripper 1920X,Zen,12 / 24,3.5 to 4.2 GHz,Socket SP3r2,14 nm,32MB,180 W,"Aug 10th, 2017"
AMD,Ryzen Threadripper 1940,Zen,14 / 28,3.2 to 3.7 GHz,Socket SP3r2,14 nm,32MB,180 W,"Jul 29th, 2017"
AMD,Ryzen Threadripper 1940X,Zen,14 / 28,3.5 to 4 GHz,Socket SP3r2,14 nm,32MB,180 W,"Jul 29th, 2017"
AMD,Ryzen Threadripper 1950,Zen,16 / 32,3.2 GHz,Socket SP3r2,14 nm,32MB,180 W,"Jul 29th, 2017"
AMD,Ryzen Threadripper 1950X,Zen,16 / 32,3.4 to 4 GHz,Socket SP3r2,14 nm,32MB,180 W,"Aug 10th, 2017"
Intel,Celeron G3930,Kaby Lake,2,2.9 GHz,Socket 1151,14 nm,2MB,51 W,"Jan 3rd, 2017"
Intel,Celeron G3930T,Kaby Lake,2,2.7 GHz,Socket 1151,14 nm,2MB,35 W,"Jan 3rd, 2017"
Intel,Celeron G3950,Kaby Lake,2,3 GHz,Socket 1151,14 nm,2MB,51 W,"Jan 3rd, 2017"
Intel,Core i3-7100,Kaby Lake,2 / 4,3.9 GHz,Socket 1151,14 nm,3MB,51 W,"Jan 3rd, 2017"
Intel,Core i3-7100T,Kaby Lake,2 / 4,3.4 GHz,Socket 1151,14 nm,3MB,35 W,"Jan 3rd, 2017"
Intel,Core i3-7120,Kaby Lake,2 / 4,4 GHz,Socket 1151,14 nm,3MB,51 W,"Jul 17th, 2017"
Intel,Core i3-7120T,Kaby Lake,2 / 4,3.6 GHz,Socket 1151,14 nm,3MB,35 W,"Jul 17th, 2017"
Intel,Core i3-7300,Kaby Lake,2 / 4,4 GHz,Socket 1151,14 nm,4MB,51 W,"Jan 3rd, 2017"
Intel,Core i3-7300T,Kaby Lake,2 / 4,3.5 GHz,Socket 1151,14 nm,4MB,35 W,"Jan 3rd, 2017"
Intel,Core i3-7320,Kaby Lake,2 / 4,4.1 GHz,Socket 1151,14 nm,4MB,51 W,"Jan 3rd, 2017"
Intel,Core i3-7320T,Kaby Lake,2 / 4,3.6 GHz,Socket 1151,14 nm,4MB,35 W,"Jul 17th, 2017"
Intel,Core i3-7340,Kaby Lake,2 / 4,4.2 GHz,Socket 1151,14 nm,4MB,51 W,"Jul 17th, 2017"
Intel,Core i3-7350K,Kaby Lake,2 / 4,4.2 GHz,Socket 1151,14 nm,4MB,60 W,"Jan 3rd, 2017"
Intel,Core i3-7360X,Kaby Lake,2 / 4,4.3 GHz,Socket 2066,14 nm,4MB,112 W,"Oct 3rd, 2017"
Intel,Core i3-8100,Coffee Lake,4,2.8 to 3.6 GHz,Socket 1151,14 nm,6MB,62 W,"Oct 5th, 2017"
Intel,Core i3-8350K,Coffee Lake,4,4 GHz,Socket 1151,14 nm,8MB,91 W,"Oct 5th, 2017"
Intel,Core i5-7400,Kaby Lake,4,3 to 3.5 GHz,Socket 1151,14 nm,6MB,65 W,"Jan 3rd, 2017"
Intel,Core i5-7400T,Kaby Lake,4,2.4 to 3 GHz,Socket 1151,14 nm,6MB,35 W,"Jan 3rd, 2017"
Intel,Core i5-7500,Kaby Lake,4,3.4 to 3.8 GHz,Socket 1151,14 nm,6MB,65 W,"Jan 3rd, 2017"
Intel,Core i5-7500T,Kaby Lake,4,2.7 to 3.3 GHz,Socket 1151,14 nm,6MB,35 W,"Jan 3rd, 2017"
Intel,Core i5-7600,Kaby Lake,4,3.5 to 4.1 GHz,Socket 1151,14 nm,6MB,65 W,"Jan 3rd, 2017"
Intel,Core i5-7600K,Kaby Lake,4,3.8 to 4.2 GHz,Socket 1151,14 nm,6MB,91 W,"Jan 3rd, 2017"
Intel,Core i5-7600T,Kaby Lake,4,2.8 to 3.7 GHz,Socket 1151,14 nm,6MB,35 W,"Jan 3rd, 2017"
Intel,Core i5-7640X,Kaby Lake-X,4,3.9 to 4.3 GHz,Socket 2066,14 nm,6MB,112 W,"Jun 26th, 2017"
Intel,Core i5-8400,Coffee Lake,6,2.8 to 4 GHz,Socket 1151,14 nm,9MB,65 W,"Oct 5th, 2017"
Intel,Core i5-8600K,Coffee Lake,6,3.6 to 4.3 GHz,Socket 1151,14 nm,9MB,95 W,"Oct 5th, 2017"
Intel,Core i7-7700,Kaby Lake,4 / 8,3.6 to 4.2 GHz,Socket 1151,14 nm,8MB,65 W,"Jan 3rd, 2017"
Intel,Core i7-7700K,Kaby Lake,4 / 8,4.2 to 4.5 GHz,Socket 1151,14 nm,8MB,91 W,"Jan 3rd, 2017"
Intel,Core i7-7700T,Kaby Lake,4 / 8,2.9 to 3.8 GHz,Socket 1151,14 nm,8MB,35 W,"Jan 3rd, 2017"
Intel,Core i7-7740X,Kaby Lake-X,4 / 8,4.3 to 4.6 GHz,Socket 2066,14 nm,8MB,112 W,"Jun 26th, 2017"
Intel,Core i7-7800X,Skylake-X,6 / 12,3.5 to 4 GHz,Socket 2066,14 nm,8.25MB,140 W,"Jun 26th, 2017"
Intel,Core i7-7820X,Skylake-X,8 / 16,3.6 to 4.5 GHz,Socket 2066,14 nm,11MB,140 W,"Jun 26th, 2017"
Intel,Core i7-8700K,Coffee Lake,6 / 12,3.7 to 4.7 GHz,Socket 1151,14 nm,12MB,95 W,"Oct 5th, 2017"
Intel,Core i9-7900X,Skylake-X,10 / 20,3.3 to 4.5 GHz,Socket 2066,14 nm,14MB,140 W,"Jun 26th, 2017"
Intel,Core i9-7920X,Skylake-X,12 / 24,2.9 to 4.4 GHz,Socket 2066,14 nm,16.5MB,140 W,"Sep 10th, 2017"
Intel,Core i9-7940X,Skylake-X,14 / 28,3.1 to 4.4 GHz,Socket 2066,14 nm,19.25MB,165 W,"Sep 1st, 2017"
Intel,Core i9-7960X,Skylake-X,16 / 32,2.8 to 4.4 GHz,Socket 2066,14 nm,22MB,165 W,"Sep 1st, 2017"
Intel,Core i9-7980XE,Skylake-X,18 / 36,2.6 to 4.4 GHz,Socket 2066,14 nm,24.75MB,165 W,"Sep 1st, 2017"
Intel,Pentium G4560,Kaby Lake,2 / 4,3.5 GHz,Socket 1151,14 nm,3MB,51 W,"Jan 3rd, 2017"
Intel,Pentium G4560T,Kaby Lake,2 / 4,2.9 GHz,Socket 1151,14 nm,3MB,35 W,"Jan 3rd, 2017"
Intel,Pentium G4600,Kaby Lake,2 / 4,3.6 GHz,Socket 1151,14 nm,3MB,51 W,"Jan 3rd, 2017"
Intel,Pentium G4600T,Kaby Lake,2 / 4,3 GHz,Socket 1151,14 nm,3MB,35 W,"Jan 3rd, 2017"
Intel,Pentium G4620,Kaby Lake,2 / 4,3.7 GHz,Socket 1151,14 nm,3MB,51 W,"Jan 3rd, 2017"
Intel,Pentium Silver J5005,Coffee Lake,4,1.5 to 2.4 GHz,BGA 1090,14 nm,N/A,10 W,"Dec 1st, 2017"
Intel,Xeon Bronze 3106,Skylake-SP,8,2.1 to 3 GHz,Socket 3647,14 nm,11MB,85 W,"Jul 11th, 2017"
Intel,Xeon E3-1285 v6,Kaby Lake-DT,4 / 8,4.1 to 4.5 GHz,Socket 1151,14 nm,8MB,79 W,"Aug 1st, 2017"
Intel,Xeon Gold 6154,Skylake-SP,18 / 36,3 to 3.7 GHz,Socket 3647,14 nm,24.75MB,200 W,"Jul 11th, 2017"
Intel,Xeon Phi 7235,Knights Mill,64 / 256,1300 to 1400 MHz,Socket 3647,14 nm,N/A,250 W,"Dec 1st, 2017"
Intel,Xeon Phi 7285,Knights Mill,68 / 272,1300 to 1400 MHz,Socket 3647,14 nm,N/A,250 W,"Dec 1st, 2017"
Intel,Xeon Phi 7295,Knights Mill,72 / 288,1500 to 1600 MHz,Socket 3647,14 nm,N/A,320 W,"Dec 1st, 2017"
Intel,Xeon Platinum 8180,Skylake-SP,28 / 56,2.5 to 3.8 GHz,Socket 3647,14 nm,38.5MB,205 W,"Jul 11th, 2017"
Intel,Xeon Platinum 8180M,Skylake-SP,28 / 56,2.5 to 3.8 GHz,Socket 3647,14 nm,38.5MB,205 W,"Jul 11th, 2017"
Intel,Xeon Silver 4116,Skylake-SP,12 / 24,2.1 to 3 GHz,Socket 3647,14 nm,16.5MB,85 W,"Jul 11th, 2017"
Intel,Xeon W-2195,Skylake-W,18 / 36,2.3 to 4.3 GHz,Socket 2066,14 nm,24.75MB,140 W,"Sep 29th, 2017"
AMD,A8-7680,Godaveri,4,3.5 to 3.8 GHz,Socket FM2+,28 nm,N/A,45 W,"Oct 26th, 2018"
AMD,Athlon 200GE,Zen,2 / 4,3.2 GHz,Socket AM4,14 nm,4MB,35 W,"Sep 6th, 2018"
AMD,Athlon 220GE,Zen,2 / 4,3.4 GHz,Socket AM4,14 nm,4MB,35 W,"Dec 21st, 2018"
AMD,Athlon 220GE,Zen,2 / 4,3.4 GHz,Socket AM4,14 nm,4MB,35 W,"Jun 1st, 2018"
AMD,Athlon 220GE,Zen,2 / 4,3.4 GHz,Socket AM4,14 nm,4MB,35 W,"Dec 21st, 2018"
AMD,Athlon 240GE,Zen,2 / 4,3.5 GHz,Socket AM4,14 nm,4MB,35 W,"Dec 21st, 2018"
AMD,Athlon PRO 200GE,Zen,2,3.2 GHz,Socket AM4,14 nm,4MB,35 W,"Jun 1st, 2018"
AMD,EPYC 7261,Naples,8 / 16,2.5 to 2.9 GHz,Socket SP3,14 nm,32MB,170 W,"Jun 14th, 2018"
AMD,EPYC 7371,Naples,16 / 32,3.1 to 3.8 GHz,Socket SP3,14 nm,64MB,170 W,"Nov 16th, 2018"
AMD,EPYC Embedded 3251,Zen,8 / 16,2.5 to 3.1 GHz,BGA SP4r2,14 nm,16MB,50 W,"Feb 21st, 2018"
AMD,Ryzen 3 2200G,Raven Ridge,4,3.5 to 3.7 GHz,Socket AM4,14 nm,4MB,65 W,"Feb 12th, 2018"
AMD,Ryzen 3 2300X,Zen,4,3.5 to 4.2 GHz,Socket AM4,14 nm,4MB,65 W,"Aug 1st, 2018"
AMD,Ryzen 5 2400G,Raven Ridge,4 / 8,3.6 to 3.9 GHz,Socket AM4,14 nm,4MB,65 W,"Feb 12th, 2018"
AMD,Ryzen 5 2500X,Zen,4 / 8,3.6 to 4 GHz,Socket AM4,12 nm,16MB,65 W,"Oct 1st, 2018"
AMD,Ryzen 5 2600,Zen,6 / 12,3.4 to 3.9 GHz,Socket AM4,12 nm,16MB,65 W,"Apr 19th, 2018"
AMD,Ryzen 5 2600E,Zen,6 / 12,3.1 to 4 GHz,Socket AM4,12 nm,16MB,65 W,"Sep 19th, 2018"
AMD,Ryzen 5 2600X,Zen,6 / 12,3.6 to 4.25 GHz,Socket AM4,12 nm,16MB,95 W,"Apr 19th, 2018"
AMD,Ryzen 5 PRO 2400G,Raven Ridge,4 / 8,3.6 to 3.9 GHz,Socket AM4,14 nm,4MB,65 W,"May 10th, 2018"
AMD,Ryzen 5 PRO 2600,Zen,6 / 12,3.4 to 3.9 GHz,Socket AM4,12 nm,16MB,65 W,"Sep 19th, 2018"
AMD,Ryzen 7 2700,Zen,8 / 16,3.2 to 4.1 GHz,Socket AM4,12 nm,16MB,65 W,"Apr 19th, 2018"
AMD,Ryzen 7 2700E,Zen,8 / 16,2.8 to 4 GHz,Socket AM4,12 nm,16MB,65 W,"Sep 19th, 2018"
AMD,Ryzen 7 2700X,Zen,8 / 16,3.7 to 4.35 GHz,Socket AM4,12 nm,16MB,105 W,"Apr 19th, 2018"
AMD,Ryzen 7 PRO 2700,Zen,8 / 16,3.2 to 4.1 GHz,Socket AM4,12 nm,16MB,65 W,"Sep 19th, 2018"
AMD,Ryzen 7 PRO 2700X,Zen,8 / 16,3.6 to 4.1 GHz,Socket AM4,12 nm,16MB,95 W,"Sep 19th, 2018"
AMD,Ryzen Embedded V1202B,Zen,2 / 4,2.3 to 3.2 GHz,Socket FP5,14 nm,2MB,15 W,"Feb 21st, 2018"
AMD,Ryzen Embedded V1605B,Zen,4 / 8,2 to 3.6 GHz,Socket FP5,14 nm,2MB,15 W,"Feb 21st, 2018"
AMD,Ryzen Embedded V1756B,Zen,4 / 8,3.25 to 3.6 GHz,Socket FP5,14 nm,2MB,45 W,"Feb 21st, 2018"
AMD,Ryzen Embedded V1807B,Zen,4 / 8,3.35 to 3.8 GHz,Socket FP5,14 nm,2MB,45 W,"Feb 21st, 2018"
AMD,Ryzen Threadripper 2920X,Zen,12 / 24,3.5 to 4.3 GHz,Socket SP3r2,12 nm,32MB,180 W,"Oct 3rd, 2018"
AMD,Ryzen Threadripper 2950X,Zen,16 / 32,3.5 to 4.4 GHz,Socket SP3r2,12 nm,32MB,180 W,"Aug 13th, 2018"
AMD,Ryzen Threadripper 2970WX,Zen,24 / 48,3 to 4.2 GHz,Socket SP3r2,12 nm,64MB,250 W,"Oct 2nd, 2018"
AMD,Ryzen Threadripper 2990WX,Zen,32 / 64,3 to 4.2 GHz,Socket SP3r2,12 nm,64MB,250 W,"Aug 13th, 2018"
Intel,Celeron G4900,Coffee Lake,2,3.1 GHz,Socket 1151,14 nm,6MB,51 W,"Apr 3rd, 2018"
Intel,Celeron G4920,Coffee Lake,2,3.2 GHz,Socket 1151,14 nm,6MB,51 W,"Apr 3rd, 2018"
Intel,Core i3-8000,Coffee Lake,4,3.6 GHz,Socket 1151,14 nm,6MB,65 W,"Sep 1st, 2018"
Intel,Core i3-8020,Coffee Lake,4,3.7 GHz,Socket 1151,14 nm,6MB,65 W,"Sep 1st, 2018"
Intel,Core i3-8100T,Coffee Lake,4,3.1 GHz,Socket 1151,14 nm,6MB,35 W,"Apr 2nd, 2018"
Intel,Core i3-8120,Coffee Lake,4,3.7 GHz,Socket 1151,14 nm,6MB,65 W,"Sep 1st, 2018"
Intel,Core i3-8300,Coffee Lake,4,3.7 GHz,Socket 1151,14 nm,8MB,62 W,"Feb 14th, 2018"
Intel,Core i3-8300T,Coffee Lake,4,3.2 GHz,Socket 1151,14 nm,8MB,35 W,"Apr 2nd, 2018"
Intel,Core i3-9000,Coffee Lake,4,3.7 GHz,Socket 1151,14 nm,6MB,65 W,"Sep 1st, 2018"
